DIVIPOLA,DEPARTAMENTO,MUNICIPIO,CÓDIGO VEREDA,NOMBRE VEREDA,UP,UPA,UPNA,VIVIENDAS,HOGARES,PERSONAS,PRODUCTORES RESIDENTES
23660,Cordoba,Sahagún,23660016,EL GUAÍMARO,103,73,30,63,63,279,34
23660,Cordoba,Sahagún,23660017,EL JARDÍN,26,26,0,19,20,76,9
23660,Cordoba,Sahagún,23660018,EL LEÓN,6,6,0,4,4,15,2
23660,Cordoba,Sahagún,23660019,EL OLIVO,276,215,61,222,230,896,78
23660,Cordoba,Sahagún,23660020,EL ORGULLO,17,14,3,1,1,1,0
23660,Cordoba,Sahagún,23660021,EL REPARO,48,48,0,17,17,88,1
23660,Cordoba,Sahagún,23660022,EL ROBLE,54,48,6,52,55,189,43
23660,Cordoba,Sahagún,23660023,EL VIAJANO,327,172,155,264,272,1065,67
23660,Cordoba,Sahagún,23660024,ESCOBALITO,281,236,45,266,270,1169,62
23660,Cordoba,Sahagún,23660025,VEREDA KILOMETRO 35,413,213,200,326,331,1237,65
23660,Cordoba,Sahagún,23660026,LA BALSA,78,49,29,93,98,417,23
23660,Cordoba,Sahagún,23660027,LA BURRA,28,26,2,27,34,121,16
23660,Cordoba,Sahagún,23660028,LA COLINA,176,109,67,142,143,577,41
23660,Cordoba,Sahagún,23660029,LA COROCITA,155,135,20,90,107,363,45
23660,Cordoba,Sahagún,23660030,LA CULEBRA,74,67,7,70,70,293,67
23660,Cordoba,Sahagún,23660031,LA CURVA,12,10,2,11,12,36,2
23660,Cordoba,Sahagún,23660032,LA FLORESTA,26,26,0,27,27,122,8
23660,Cordoba,Sahagún,23660033,LA MANA,459,435,24,341,363,1321,207
23660,Cordoba,Sahagún,23660034,LA MUERTE,3,3,0,20,20,27,0
23660,Cordoba,Sahagún,23660035,LA MUSICA,67,36,31,55,57,243,3
23660,Cordoba,Sahagún,23660036,LA PADILLA,74,62,12,76,78,346,56
23660,Cordoba,Sahagún,23660037,LA QUEBRADA,14,9,5,0,0,0,0
23660,Cordoba,Sahagún,23660038,LA YÉ,185,68,117,144,145,696,30
23660,Cordoba,Sahagún,23660039,LAS AGUADITAS,46,44,2,36,36,129,23
23660,Cordoba,Sahagún,23660040,LAS ALDANAS,5,5,0,2,2,2,1
23660,Cordoba,Sahagún,23660041,LAS BOCAS,78,74,4,33,33,111,24
23660,Cordoba,Sahagún,23660042,LAS CRUCES,7,7,0,4,4,8,2
23660,Cordoba,Sahagún,23660043,LAS CUMBRES,174,103,71,125,127,507,37
23660,Cordoba,Sahagún,23660044,LAS HUERTAS,87,80,7,89,93,421,58
23660,Cordoba,Sahagún,23660045,LAS LLANADAS,93,91,2,60,61,223,50
23660,Cordoba,Sahagún,23660047,LAS SABANITAS,67,44,23,73,84,318,40
23660,Cordoba,Sahagún,23660048,LOMA GRANDE,51,49,2,34,34,145,27
23660,Cordoba,Sahagún,23660049,LOS CHIBOLOS,78,67,11,51,51,241,31
23660,Cordoba,Sahagún,23660050,LOS GALANES,2,2,0,1,1,3,1
23660,Cordoba,Sahagún,23660051,MATURIN,65,55,10,76,76,349,47
23660,Cordoba,Sahagún,23660052,MORROCOICITO,5,5,0,0,0,0,0
23660,Cordoba,Sahagún,23660053,MORROCOY,145,103,42,107,109,398,47
23660,Cordoba,Sahagún,23660054,NUBE DE AGUA,8,8,0,6,6,28,5
23660,Cordoba,Sahagún,23660055,PALO QUEMADO,85,83,2,55,56,178,34
23660,Cordoba,Sahagún,23660056,PISA FLORES,25,22,3,16,17,55,9
23660,Cordoba,Sahagún,23660057,PITALITO,41,39,2,39,42,181,24
23660,Cordoba,Sahagún,23660058,RANCHERIA,13,12,1,10,10,41,0
23660,Cordoba,Sahagún,23660059,RINCON GRANDE,81,68,13,65,66,231,41
23660,Cordoba,Sahagún,23660060,RODANIA,43,43,0,3,3,8,2
23660,Cordoba,Sahagún,23660061,SABANA DE LA FUENTE,173,168,5,122,130,500,122
23660,Cordoba,Sahagún,23660062,SABANETA,21,21,0,10,10,29,4
23660,Cordoba,Sahagún,23660063,SALGUERITO,179,164,15,162,168,713,85
23660,Cordoba,Sahagún,23660064,SALITRAL,135,51,84,98,104,394,14
23660,Cordoba,Sahagún,23660065,SAN ANDRECITO,186,69,117,158,167,764,24
23660,Cordoba,Sahagún,23660066,SAN ANTONIO,122,90,32,124,124,397,29
23660,Cordoba,Sahagún,23660067,SAN FRANCISCO,60,36,24,49,49,185,17
23660,Cordoba,Sahagún,23660068,SANTIAGO ABAJO,43,36,7,29,34,96,15
23660,Cordoba,Sahagún,23660069,VEREDA TREMENTINO,19,18,1,9,9,33,6
23660,Cordoba,Sahagún,23660070,VEREDA TREMENTINO ABAJO,49,48,1,38,38,125,33
23660,Cordoba,Sahagún,23660999,EXPANSION URBANA,174,120,54,136,139,529,73
23660,Cordoba,Sahagún,70400002,VILLA LIBIA,82,75,7,68,68,283,25
23660,Cordoba,Sahagún,70400003,ESPERANZA,15,15,0,12,12,36,11
23660,Cordoba,Sahagún,70400006,SIN DEFINIR,5,5,0,1,1,2,0
23660,Cordoba,Sahagún,70708005,CUATRO BOCAS,4,4,0,1,1,4,0
23660,Cordoba,Sahagún,70708010,SIN DEFINIR,2,2,0,1,1,6,3
23660,Cordoba,Sahagún,70708022,CALLE LARGA,1,1,0,1,1,3,1
23670,Cordoba,San Andrés Sotavento,23168005,COROZALITO,4,4,0,4,4,17,3
23670,Cordoba,San Andrés Sotavento,23168014,SITIO VIEJO,4,4,0,4,4,13,2
23670,Cordoba,San Andrés Sotavento,23168015,TAMBOR,95,95,0,75,80,338,60
23670,Cordoba,San Andrés Sotavento,23670001,SIN DEFINIR,818,807,11,659,720,2858,440
23670,Cordoba,San Andrés Sotavento,23670002,LOS CORREA,736,692,44,616,698,2669,469
23670,Cordoba,San Andrés Sotavento,23670003,ALEMANIA,358,348,10,255,275,1007,194
23670,Cordoba,San Andrés Sotavento,23670004,SIN DEFINIR,93,92,1,68,78,313,52
23670,Cordoba,San Andrés Sotavento,23670005,EL BANCO,263,254,9,209,218,753,129
23670,Cordoba,San Andrés Sotavento,23670006,SIN DEFINIR,457,451,6,388,405,1577,251
23670,Cordoba,San Andrés Sotavento,23670007,EL CONTENTO,696,684,12,561,610,2157,472
23670,Cordoba,San Andrés Sotavento,23670008,SIN DEFINIR,717,678,39,430,474,1789,278
23670,Cordoba,San Andrés Sotavento,23670009,GUAYACANES,630,629,1,421,453,1627,258
23670,Cordoba,San Andrés Sotavento,23670999,EXPANSION URBANA,3,3,0,2,2,4,3
23670,Cordoba,San Andrés Sotavento,23815005,CARRETALES,94,94,0,86,92,384,57
23670,Cordoba,San Andrés Sotavento,70001002,BUENAVISTA,9,9,0,3,3,5,1
23670,Cordoba,San Andrés Sotavento,70670006,ESCOBAR ARRIBA,3,3,0,0,0,0,0
23672,Cordoba,San Antero,23417011,PUEBLO CHIQUITO,2,2,0,0,0,0,0
23672,Cordoba,San Antero,23586001,EL HUESO,2,2,0,0,0,0,0
23672,Cordoba,San Antero,23586003,SIN DEFINIR,8,8,0,5,7,8,2
23672,Cordoba,San Antero,23672000,CABECERA MUNICIPAL,76,67,9,24,24,85,19
23672,Cordoba,San Antero,23672001,BIJAITO,698,351,347,239,244,889,97
23672,Cordoba,San Antero,23672002,CERRO PETRONA,42,33,9,20,21,79,4
23672,Cordoba,San Antero,23672003,LAS NUBES,478,381,97,264,273,1062,37
23672,Cordoba,San Antero,23672004,NUEVO AGRADO,194,192,2,69,69,269,54
23672,Cordoba,San Antero,23672005,PORVENIR,582,264,318,273,296,1068,40
23672,Cordoba,San Antero,23672006,SANTA CRUZ,311,262,49,182,186,785,50
23672,Cordoba,San Antero,23672007,SANTA ROSA,91,70,21,45,46,203,14
23672,Cordoba,San Antero,23672008,TIJERETA,123,104,19,73,76,276,16
23672,Cordoba,San Antero,23672999,EXPANSION URBANA,66,7,59,53,57,207,1
23675,Cordoba,San Bernardo Del Viento,23417006,LA DOCTRINA,5,5,0,3,4,9,2
23675,Cordoba,San Bernardo Del Viento,23417011,PUEBLO CHIQUITO,7,5,2,1,1,5,0
23675,Cordoba,San Bernardo Del Viento,23500006,TINAS,2,2,0,0,0,0,0
23675,Cordoba,San Bernardo Del Viento,23675001,BARBASCAL,62,61,1,37,38,95,22
23675,Cordoba,San Bernardo Del Viento,23675002,CHIQUI,119,88,31,58,58,138,23
23675,Cordoba,San Bernardo Del Viento,23675003,EL CASTILLO,449,383,66,201,201,728,60
23675,Cordoba,San Bernardo Del Viento,23675004,JOSE MANUEL,99,78,21,35,35,109,7
23675,Cordoba,San Bernardo Del Viento,23675005,PASO NUEVO,279,265,14,138,140,386,70
23675,Cordoba,San Bernardo Del Viento,23675006,VILLA CLARA,154,136,18,93,99,383,24
23675,Cordoba,San Bernardo Del Viento,23675007,NUEVA ESTRELLA,20,19,1,5,5,17,3
23675,Cordoba,San Bernardo Del Viento,23675008,SIN DEFINIR,3330,2694,636,1823,1869,6030,706
23675,Cordoba,San Bernardo Del Viento,23675999,EXPANSION URBANA,24,16,8,10,10,26,3
23678,Cordoba,San Carlos,23001079,LAS BABILLAS,1,1,0,0,0,0,0
23678,Cordoba,San Carlos,23001083,LAS LOMAS,3,3,0,0,0,0,0
23678,Cordoba,San Carlos,23001113,PATIO BONITO,3,3,0,3,3,9,2
23678,Cordoba,San Carlos,23001125,SABANAL,5,4,1,2,2,12,0
23678,Cordoba,San Carlos,23162005,CORREGIMIENTO LOS VENADOS CAMPANITO,1,1,0,2,2,9,3
23678,Cordoba,San Carlos,23189005,LAS PALMAS,8,8,0,0,0,0,0
23678,Cordoba,San Carlos,23678002,GUACHARACAL,182,168,14,150,153,609,108
23678,Cordoba,San Carlos,23678003,TREMENTINO,311,254,57,250,253,998,172
23678,Cordoba,San Carlos,23678004,CIENAGITA,286,254,32,234,239,811,125
23678,Cordoba,San Carlos,23678005,EL HATO,912,744,168,731,780,2862,191
23678,Cordoba,San Carlos,23678006,SANTA ROSA,653,492,161,501,526,1852,182
23678,Cordoba,San Carlos,23678999,EXPANSION URBANA,23,12,11,18,19,74,3
23682,Cordoba,San José De Uré,05120015,MANIZALES,6,6,0,6,6,25,4
23682,Cordoba,San José De Uré,23466009,BOCAS DE URE,2,1,1,1,1,3,0
23682,Cordoba,San José De Uré,23466069,PUENTE URE,1,1,0,1,1,3,0
23682,Cordoba,San José De Uré,23466999,EXPANSION URBANA,2,1,1,1,1,2,0
23682,Cordoba,San José De Uré,23682000,ALTO CRISTAL,2,2,0,0,0,0,0
23682,Cordoba,San José De Uré,23682001,BATATAL,3,3,0,2,2,9,2
23682,Cordoba,San José De Uré,23682002,BOCA DE LA CRISTALINA,1,1,0,0,0,0,0
23682,Cordoba,San José De Uré,23682004,EL CERRO,3,3,0,2,2,6,1
23682,Cordoba,San José De Uré,23682005,LA CABAÑA,15,13,2,5,5,14,2
23682,Cordoba,San José De Uré,23682006,LA DANTA,3,3,0,0,0,0,0
23682,Cordoba,San José De Uré,23682007,LA DORADA,119,117,2,81,84,248,18
23682,Cordoba,San José De Uré,23682008,LA ILUSIÓN,1,1,0,0,0,0,0
23682,Cordoba,San José De Uré,23682009,PUEBLO GUAPO,107,106,1,64,69,189,50
23682,Cordoba,San José De Uré,23682011,PUERTO COLOMBIA,1,1,0,1,1,3,0
23682,Cordoba,San José De Uré,23682012,SAN ANTONIO INDIGENA,7,7,0,26,26,98,6
23682,Cordoba,San José De Uré,23682013,SANTA LUCIA,1,1,0,0,0,0,0
23682,Cordoba,San José De Uré,23682014,VERSALLES,3,3,0,15,15,72,1
23682,Cordoba,San José De Uré,23682015,VIERA ABAJO,56,49,7,34,34,131,24
23682,Cordoba,San José De Uré,23682016,VIERA ARRIBA,42,42,0,34,35,114,23
23682,Cordoba,San José De Uré,23682017,LA CRISTALINA,2,2,0,0,0,0,0
23682,Cordoba,San José De Uré,23682021,BATALITO,3,3,0,12,12,56,2
23682,Cordoba,San José De Uré,23682022,EL COLORADO,1,1,0,0,0,0,0
23682,Cordoba,San José De Uré,23682024,EL PORVENIR,38,34,4,21,21,60,12
23682,Cordoba,San José De Uré,23682025,EL TRIUNFO,1,1,0,0,0,0,0
23682,Cordoba,San José De Uré,23682026,FLECHA,63,14,49,52,57,184,2
23682,Cordoba,San José De Uré,23682028,LA PRIMAVERA,1,1,0,0,0,0,0
23682,Cordoba,San José De Uré,23682029,CAMPAMENTO SECTOR BRILLANTE,7,7,0,8,8,23,4
23682,Cordoba,San José De Uré,23682030,CAMPAMENTO SECTOR MIAMI,22,22,0,21,21,56,6
23682,Cordoba,San José De Uré,23682034,PUENTE URE,8,6,2,4,5,9,1
23686,Cordoba,San Pelayo,23001101,MARRALU,1,1,0,1,1,4,1
23686,Cordoba,San Pelayo,23001137,SANTA CLARA,5,5,0,3,3,15,2
23686,Cordoba,San Pelayo,23162002,CORREGIMIENTO DE MANGUELITO,13,11,2,6,7,33,2
23686,Cordoba,San Pelayo,23162004,CORREGIMIENTO DE SEVERA,2,2,0,1,1,1,1
23686,Cordoba,San Pelayo,23168010,PUNTA VERDE,1,1,0,2,3,11,2
23686,Cordoba,San Pelayo,23189002,PUNTA VERDE,3,2,1,3,3,18,2
23686,Cordoba,San Pelayo,23300001,CIMAN,1,0,1,1,1,5,0
23686,Cordoba,San Pelayo,23300999,EXPANSION URBANA,7,7,0,7,8,38,1
23686,Cordoba,San Pelayo,23417007,CASTILLERAL,7,7,0,6,6,31,4
23686,Cordoba,San Pelayo,23417008,SIN DEFINIR,4,2,2,3,5,15,0
23686,Cordoba,San Pelayo,23417009,LAS FLORES,6,6,0,6,6,24,2
23686,Cordoba,San Pelayo,23574012,VILLA ESTHER,1,1,0,0,0,0,0
23686,Cordoba,San Pelayo,23686001,EL PALMAR,154,112,42,103,104,418,35
23686,Cordoba,San Pelayo,23686002,EL DILUVIO,152,121,31,89,89,341,40
23686,Cordoba,San Pelayo,23686003,LA SELVA,104,95,9,84,87,350,56
23686,Cordoba,San Pelayo,23686004,EL GAS,83,75,8,71,80,341,32
23686,Cordoba,San Pelayo,23686005,SIN DEFINIR,169,149,20,138,142,608,85
23686,Cordoba,San Pelayo,23686006,MOSCU,175,164,11,119,120,477,74
23686,Cordoba,San Pelayo,23686007,BOCA LOPEZ,300,222,78,244,257,929,77
23686,Cordoba,San Pelayo,23686008,LOS BORRACHOS,374,297,77,349,351,1055,104
23686,Cordoba,San Pelayo,23686009,LA ESTANCIA,638,523,115,507,515,1737,159
23686,Cordoba,San Pelayo,23686010,EL TAPÓN,844,757,87,629,665,2562,200
23686,Cordoba,San Pelayo,23686011,EL PANTANO,207,143,64,188,193,780,72
23686,Cordoba,San Pelayo,23686012,GUAMA ARRIBA,112,84,28,109,113,380,51
23686,Cordoba,San Pelayo,23686013,SAN JACINTO,67,60,7,57,57,195,34
23686,Cordoba,San Pelayo,23686014,ABANICO,178,160,18,168,168,676,112
23686,Cordoba,San Pelayo,23686015,PAJONAL,173,150,23,142,143,584,84
23686,Cordoba,San Pelayo,23686016,LA VICTORIA,110,105,5,107,108,459,62
23686,Cordoba,San Pelayo,23686017,CALDERON,473,324,149,414,435,1659,118
23686,Cordoba,San Pelayo,23686018,LOS GUAMOS,327,234,93,233,244,911,83
23686,Cordoba,San Pelayo,23686019,CAMPANITO,380,325,55,215,228,811,57
23686,Cordoba,San Pelayo,23686999,EXPANSION URBANA,165,83,82,124,132,477,19
23807,Cordoba,Tierralta,23001048,EL TORNO,4,4,0,3,3,16,3
23807,Cordoba,Tierralta,23001143,TODOS PENSAMOS,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23466029,EL DIAMANTE,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23466040,EL TIGRILLO,3,3,0,0,0,0,0
23807,Cordoba,Tierralta,23466042,EL VENADO,2,2,0,0,0,0,0
23807,Cordoba,Tierralta,23466080,SAN MATEO BELLA FLOR,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807002,ALTAMIRA,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807003,ALTO JUI,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807004,ALTO QUIMARY,2,2,0,3,3,11,1
23807,Cordoba,Tierralta,23807005,ALTO TAY,15,15,0,0,0,0,0
23807,Cordoba,Tierralta,23807006,QUIMARI MEDIO,12,12,0,11,11,37,9
23807,Cordoba,Tierralta,23807007,ANGOSTURA,7,7,0,1,1,2,1
23807,Cordoba,Tierralta,23807009,BADILLO,76,76,0,0,0,0,0
23807,Cordoba,Tierralta,23807010,QUEBRADA DEL MEDIO,2,2,0,0,0,0,0
23807,Cordoba,Tierralta,23807011,BAJO QUIMARI,3,3,0,0,0,0,0
23807,Cordoba,Tierralta,23807012,BARU,35,35,0,34,36,69,17
23807,Cordoba,Tierralta,23807013,BATATA,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807014,BELLO HORIZONTE,38,37,1,36,37,125,13
23807,Cordoba,Tierralta,23807015,BETANIA,4,4,0,4,4,17,2
23807,Cordoba,Tierralta,23807016,PATAGONIA,3,3,0,1,1,2,1
23807,Cordoba,Tierralta,23807017,BIBIANO,16,16,0,15,15,61,12
23807,Cordoba,Tierralta,23807018,BOCA DE CRUCITO,4,4,0,0,0,0,0
23807,Cordoba,Tierralta,23807019,BONITO VIENTO,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807020,CAMELLON CALLEJAS,8,8,0,5,5,17,3
23807,Cordoba,Tierralta,23807021,BRASIL,1,0,1,1,1,1,0
23807,Cordoba,Tierralta,23807023,CAÑA FINA,20,20,0,16,17,79,12
23807,Cordoba,Tierralta,23807025,CAMPO ALEGRE,147,123,24,128,131,530,96
23807,Cordoba,Tierralta,23807026,CAMPO BELLO,3,3,0,3,3,14,1
23807,Cordoba,Tierralta,23807027,CANUTILLAL,12,12,0,12,12,50,15
23807,Cordoba,Tierralta,23807028,CARAMELO,3,3,0,2,2,6,0
23807,Cordoba,Tierralta,23807029,CARRISOLA,2,2,0,1,1,4,3
23807,Cordoba,Tierralta,23807030,CARRIZOLA,136,134,2,131,132,452,148
23807,Cordoba,Tierralta,23807031,CASCAJALES,6,6,0,0,0,0,0
23807,Cordoba,Tierralta,23807032,CENIZA,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807033,CHIGOBADO ALTO,6,6,0,3,3,10,1
23807,Cordoba,Tierralta,23807037,COLON ALTO,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807040,CORINTO,2,2,0,1,1,6,1
23807,Cordoba,Tierralta,23807041,CRUCITO,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807043,CUMBIA,20,20,0,25,25,61,15
23807,Cordoba,Tierralta,23807045,EL BALSAMO,1,1,0,1,1,6,2
23807,Cordoba,Tierralta,23807046,EL BANQUITO,73,73,0,65,72,205,70
23807,Cordoba,Tierralta,23807048,EL CABRERO,32,31,1,36,36,149,22
23807,Cordoba,Tierralta,23807050,EL GARABATO,2,2,0,2,2,9,2
23807,Cordoba,Tierralta,23807051,EL LIMON,6,6,0,0,0,0,0
23807,Cordoba,Tierralta,23807052,EL LORO,4,4,0,3,3,6,2
23807,Cordoba,Tierralta,23807054,EL PARAISO,9,9,0,9,9,26,8
23807,Cordoba,Tierralta,23807055,EL PARAISO (PNN),109,109,0,2,2,6,0
23807,Cordoba,Tierralta,23807056,EL PUERTO,74,72,2,79,79,276,58
23807,Cordoba,Tierralta,23807057,EL ROSARIO,37,36,1,34,34,145,31
23807,Cordoba,Tierralta,23807058,EL SILENCIO,13,13,0,0,0,0,0
23807,Cordoba,Tierralta,23807060,EL TORO,56,56,0,46,50,184,47
23807,Cordoba,Tierralta,23807061,FLORES ABAJO,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807062,FLORES ARRIBA,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807063,FLORES CENTRAL,3,3,0,3,3,8,2
23807,Cordoba,Tierralta,23807064,FLORIDA,65,65,0,1,1,1,1
23807,Cordoba,Tierralta,23807066,GAITAN,1,1,0,1,1,3,1
23807,Cordoba,Tierralta,23807067,GRANALOTE,104,103,1,87,96,252,35
23807,Cordoba,Tierralta,23807068,GUAJIRITA,2,2,0,2,2,6,2
23807,Cordoba,Tierralta,23807069,GUARUMAL,6,6,0,6,6,34,7
23807,Cordoba,Tierralta,23807071,ISLA DE VENEZUELA,1,1,0,1,1,3,0
23807,Cordoba,Tierralta,23807072,JAMAICA,5,5,0,3,6,23,1
23807,Cordoba,Tierralta,23807073,JERUSALEN,2,2,0,1,1,4,1
23807,Cordoba,Tierralta,23807076,JUAN LEON CENTRAL,4,4,0,3,3,18,3
23807,Cordoba,Tierralta,23807077,JUAN LEON CIENAGA,3,3,0,2,2,8,3
23807,Cordoba,Tierralta,23807078,KILOMETRO 13,6,6,0,0,0,0,0
23807,Cordoba,Tierralta,23807079,KILOMETRO 40,4,4,0,0,0,0,0
23807,Cordoba,Tierralta,23807080,LA ALCANCIA,110,105,5,71,72,239,67
23807,Cordoba,Tierralta,23807081,LA BOTELLA,150,150,0,148,148,1333,109
23807,Cordoba,Tierralta,23807082,LA CHICA,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807084,LA ESTRELLA,149,149,0,2,2,9,4
23807,Cordoba,Tierralta,23807085,MUTATA,23,23,0,1,1,1,0
23807,Cordoba,Tierralta,23807086,LA GARCIA,23,19,4,20,20,54,8
23807,Cordoba,Tierralta,23807087,LA GLORIA,47,47,0,0,0,0,0
23807,Cordoba,Tierralta,23807089,LA OSA,2,2,0,0,0,0,0
23807,Cordoba,Tierralta,23807090,LA PROSPERIDAD,39,37,2,35,35,128,28
23807,Cordoba,Tierralta,23807091,LA SIMBRA,15,15,0,0,0,0,0
23807,Cordoba,Tierralta,23807092,LAS BALSAS,67,65,2,66,67,243,65
23807,Cordoba,Tierralta,23807093,LAS COLINAS,1,1,0,1,1,5,0
23807,Cordoba,Tierralta,23807094,LAS DELICIAS,130,130,0,112,114,467,103
23807,Cordoba,Tierralta,23807097,LINARES,1,1,0,1,1,1,1
23807,Cordoba,Tierralta,23807098,LORENZO,39,39,0,39,39,154,28
23807,Cordoba,Tierralta,23807099,LOS ARAPIOS,116,106,10,108,111,397,81
23807,Cordoba,Tierralta,23807102,LOS PATOS,2,2,0,2,2,6,1
23807,Cordoba,Tierralta,23807105,MANTAGORDAL,7,7,0,6,6,28,6
23807,Cordoba,Tierralta,23807106,MARSELLA,44,43,1,33,33,89,19
23807,Cordoba,Tierralta,23807107,MAZAMORRA,5,5,0,3,3,18,4
23807,Cordoba,Tierralta,23807108,MORALES,46,41,5,52,55,149,22
23807,Cordoba,Tierralta,23807109,MORROCOY,2,2,0,2,2,2,2
23807,Cordoba,Tierralta,23807111,NAIN,6,6,0,0,0,0,0
23807,Cordoba,Tierralta,23807112,NUEVA ESPERANZA ABAJO,182,162,20,193,198,501,64
23807,Cordoba,Tierralta,23807113,NUEVA ESPERANZA ARRIBA,27,27,0,25,25,113,22
23807,Cordoba,Tierralta,23807114,NUEVA GRANADA,3,3,0,25,25,25,1
23807,Cordoba,Tierralta,23807115,NUEVA PLATANERA,7,7,0,3,4,14,0
23807,Cordoba,Tierralta,23807116,NUEVO PARAISO,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807117,OSCURANA,5,5,0,1,1,5,0
23807,Cordoba,Tierralta,23807118,PAILAS,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807119,PAILITAS,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807120,PALMIRA,60,57,3,51,51,246,35
23807,Cordoba,Tierralta,23807121,PANICO,39,39,0,0,0,0,0
23807,Cordoba,Tierralta,23807122,PARAISO,5,4,1,4,4,16,2
23807,Cordoba,Tierralta,23807123,PARCELA NUEVO CEIBAL,2,2,0,2,2,4,2
23807,Cordoba,Tierralta,23807124,PARCELAS NUEVA UNION,3,3,0,0,0,0,0
23807,Cordoba,Tierralta,23807125,PARCELAS NUEVO ORIENTE,2,2,0,0,0,0,0
23807,Cordoba,Tierralta,23807127,PERRO QUEMAO,1,1,0,1,1,2,0
23807,Cordoba,Tierralta,23807128,PUEBLO CEDRO,2,2,0,2,2,3,3
23807,Cordoba,Tierralta,23807129,PUEBLO NUEVO,44,44,0,41,41,139,46
23807,Cordoba,Tierralta,23807130,PUEBLO TURCO,4,4,0,3,3,6,2
23807,Cordoba,Tierralta,23807131,PUERTO PACHECO,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807132,QUEBRADA ACOSTA,8,8,0,7,7,28,7
23807,Cordoba,Tierralta,23807133,QUEBRADA ATENCIO,2,2,0,2,2,4,1
23807,Cordoba,Tierralta,23807134,QUEBRADA ONDA,82,82,0,78,79,295,67
23807,Cordoba,Tierralta,23807135,QUEBRADAS LINDAS,5,5,0,3,3,8,1
23807,Cordoba,Tierralta,23807136,REPRESA DE URRA,12,12,0,7,7,25,7
23807,Cordoba,Tierralta,23807137,REVUELTO,6,6,0,3,3,8,3
23807,Cordoba,Tierralta,23807139,SAN CLEMENTE,58,58,0,57,58,276,47
23807,Cordoba,Tierralta,23807140,SAN RAFAEL (PALMIRA),25,24,1,25,25,77,14
23807,Cordoba,Tierralta,23807141,SAN RAFAEL,28,28,0,24,24,91,15
23807,Cordoba,Tierralta,23807143,SANTAFÉ DE RALITO,7,7,0,7,7,17,2
23807,Cordoba,Tierralta,23807144,SANTA ISABEL,55,55,0,0,0,0,0
23807,Cordoba,Tierralta,23807145,SANTA MARTA,2,2,0,0,0,0,0
23807,Cordoba,Tierralta,23807146,SANTA RITA,35,35,0,33,33,151,25
23807,Cordoba,Tierralta,23807147,SECTOR CARRETERA,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23807148,SEVERA,2,2,0,1,1,5,1
23807,Cordoba,Tierralta,23807149,SEVERINERA,2,2,0,2,2,10,0
23807,Cordoba,Tierralta,23807154,TRINCHERA,2,2,0,2,2,7,1
23807,Cordoba,Tierralta,23807155,TUIS TUIS,47,47,0,39,40,197,26
23807,Cordoba,Tierralta,23807156,VALENTINA,2,2,0,2,2,12,1
23807,Cordoba,Tierralta,23807157,VENADO,11,11,0,6,6,22,7
23807,Cordoba,Tierralta,23807158,VILLA LUZ,29,29,0,26,26,102,26
23807,Cordoba,Tierralta,23807159,VILLA PROVIDENCIA,9,9,0,6,6,16,7
23807,Cordoba,Tierralta,23807160,VOLADOR,122,122,0,33,36,111,19
23807,Cordoba,Tierralta,23807161,ZUMBONA,7,7,0,0,0,0,0
23807,Cordoba,Tierralta,23807162,CABECERA,300,104,196,279,288,1176,48
23807,Cordoba,Tierralta,23807163,"RESG. ALTO SINU, ESMERALDA CRUZ GRANDE E IWAGA",371,348,23,307,307,1590,186
23807,Cordoba,Tierralta,23807164,RESGUARDO YABERARADÓ,5,5,0,0,0,0,0
23807,Cordoba,Tierralta,23807999,EXPANSION URBANA,1,1,0,1,1,2,1
23807,Cordoba,Tierralta,23855008,BONIS ARRIBA,1,1,0,0,0,0,0
23807,Cordoba,Tierralta,23855012,CALLEJAS,18,18,0,17,17,78,17
23807,Cordoba,Tierralta,23855026,EL PITAL,18,18,0,14,15,49,9
23807,Cordoba,Tierralta,23855028,EL REPOSITO,1,1,0,1,1,5,0
23807,Cordoba,Tierralta,23855086,RIO NUEVO,7,7,0,5,5,9,3
23807,Cordoba,Tierralta,23855097,SANTA FE DEL PIRU,2,2,0,0,0,0,0
23815,Cordoba,Tuchín,23168012,SABANA COSTA,16,15,1,17,17,78,17
23815,Cordoba,Tuchín,23670009,GUAYACANES,71,71,0,30,31,125,18
23815,Cordoba,Tuchín,23670999,EXPANSION URBANA,6,6,0,8,10,38,4
